City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
158,Tiksi,RU,2022-03-03 01:36:10,71.6872,128.8694,-22.09,100,92,2.37
159,Pingliang,CN,2022-03-03 01:36:11,35.5392,106.6861,44.26,40,100,0.45
160,Porto Novo,BJ,2022-03-03 01:36:11,6.4965,2.6036,80.96,82,63,7.54
161,Bethel,US,2022-03-03 01:35:18,41.3712,-73.414,41.31,67,20,0.0
162,Sayyan,YE,2022-03-03 01:31:18,15.1718,44.3244,51.35,42,61,5.46
163,Varkaus,FI,2022-03-03 01:36:12,62.3153,27.873,28.51,92,83,6.78
164,Malindi,KE,2022-03-03 01:36:13,-3.2175,40.1191,76.3,85,88,8.61
165,Artyom,AZ,2022-03-03 01:36:13,40.4723,50.333,44.74,86,100,12.64
166,Lompoc,US,2022-03-03 01:35:59,34.6391,-120.4579,71.74,57,0,13.8
167,Nome,US,2022-03-03 01:36:14,64.5011,-165.4064,19.47,79,100,8.05
168,Namibe,AO,2022-03-03 01:36:14,-15.1961,12.1522,73.94,83,82,4.21
169,Nemuro,JP,2022-03-03 01:36:14,43.3236,145.575,30.63,78,96,14.45
170,Issenye,TZ,2022-03-03 01:36:15,-2.0,34.3333,61.72,87,63,3.44
171,Port-Gentil,GA,2022-03-03 01:36:15,-0.7193,8.7815,81.73,81,100,5.21
172,Riyadh,SA,2022-03-03 01:32:52,24.6877,46.7219,69.94,28,30,10.58
173,Andra,RU,2022-03-03 01:36:16,62.5147,65.8878,22.19,89,11,11.97
174,San Carlos De Bariloche,AR,2022-03-03 01:35:48,-41.1456,-71.3082,55.56,84,89,5.32
175,Bambous Virieux,MU,2022-03-03 01:36:17,-20.3428,57.7575,78.22,100,75,12.66
176,Port Blair,IN,2022-03-03 01:32:48,11.6667,92.75,82.44,83,20,5.75
177,Kodiak,US,2022-03-03 01:36:17,57.79,-152.4072,38.71,93,100,5.75
178,Hermiston,US,2022-03-03 01:36:17,45.8404,-119.2895,54.25,87,100,5.75
179,Kaitangata,NZ,2022-03-03 01:36:18,-46.2817,169.8464,61.93,77,83,6.64
180,Mont-Joli,CA,2022-03-03 01:36:18,48.5839,-68.1921,18.39,49,75,21.85
181,Tuatapere,NZ,2022-03-03 01:36:19,-46.1333,167.6833,68.83,51,100,6.64
182,Olkhovatka,RU,2022-03-03 01:36:19,50.2831,39.2872,32.22,99,100,6.69
183,Wahiawa,US,2022-03-03 01:36:20,21.5028,-158.0236,78.55,62,49,12.66
184,Moose Factory,CA,2022-03-03 01:36:20,51.2585,-80.6094,-11.22,64,0,5.75
185,Pandan,PH,2022-03-03 01:36:21,14.0453,124.1694,80.65,83,68,14.52
186,Constitucion,CL,2022-03-03 01:37:21,-35.3333,-72.4167,59.77,93,47,7.9
187,Narsaq,GL,2022-03-03 01:37:22,60.9167,-46.05,23.22,89,100,9.86
188,Luderitz,NA,2022-03-03 01:37:22,-26.6481,15.1594,63.88,91,0,6.53
189,Saint-Georges,GD,2022-03-03 01:33:54,12.0564,-61.7485,78.48,83,20,10.36
190,Arraial Do Cabo,BR,2022-03-03 01:37:23,-22.9661,-42.0278,77.11,87,3,21.45
191,Cedar City,US,2022-03-03 01:36:36,37.6775,-113.0619,59.97,36,0,9.22
192,Cap Malheureux,MU,2022-03-03 01:37:23,-19.9842,57.6142,78.48,91,17,1.99
193,Laguna,US,2022-03-03 01:32:48,38.421,-121.4238,72.43,34,0,6.91
194,Gien,FR,2022-03-03 01:37:24,47.6933,2.6309,48.54,96,100,4.61
195,Clyde River,CA,2022-03-03 01:32:57,70.4692,-68.5914,-0.17,85,75,34.52
196,Yenagoa,NG,2022-03-03 01:37:24,4.9247,6.2642,78.06,89,88,3.49
197,Geraldton,AU,2022-03-03 01:37:25,-28.7667,114.6,70.21,37,0,23.02
198,Ibadan,NG,2022-03-03 01:37:26,7.3878,3.8964,76.69,90,94,3.47
199,Gemena,CD,2022-03-03 01:37:26,3.25,19.7667,75.06,72,100,4.07
200,Hithadhoo,MV,2022-03-03 01:37:27,-0.6,73.0833,82.87,72,17,13.24
201,Scottsboro,US,2022-03-03 01:37:27,34.6723,-86.0341,62.37,47,0,0.0
202,Balangir,IN,2022-03-03 01:37:28,20.7167,83.4833,71.53,38,10,2.1
203,Rapid Valley,US,2022-03-03 01:37:28,44.0625,-103.1463,51.4,78,0,11.5
204,Halifax,CA,2022-03-03 01:33:06,44.6453,-63.5724,32.05,78,100,5.75
205,Srednekolymsk,RU,2022-03-03 01:37:29,67.45,153.6833,-2.27,91,100,10.29
206,Goderich,CA,2022-03-03 01:37:29,43.7501,-81.7165,30.9,93,100,6.91
207,Saint George,US,2022-03-03 01:35:59,37.1041,-113.5841,73.99,15,0,0.0
208,Nantucket,US,2022-03-03 01:37:30,41.2835,-70.0995,39.09,71,0,6.91
